y, x1, x2, x4, x5, x6, x7
1, 6395, 48.378212, 5, 69.048092, 9.550542, 27.895906
7, 7734, 73.355698, 13, 62.398491, 9.745041, 47.050580
5, 7745, 62.645557, 19, 50.723487, 9.965142, 24.249648
0, 9380, 48.310711, 32, 49.100143, 4.391151, 46.222339
6, 2301, 68.955713, 17, 38.228611, 14.900687, 36.067216
9, 2673, 59.639624, 8, 67.498886, 13.526075, 46.113980
8, 2338, 64.187771, 10, 70.905024, 13.093466, 27.018328
7, 6826, 95.632619, 3, 58.116284, 8.972629, 41.082840
6, 2657, 57.456494, 12, 37.257814, 14.503942, 33.508505
5, 4374, 85.254462, 13, 58.315859, 10.989100, 36.375148
4, 4104, 88.335301, 11, 58.603581, 14.003162, 38.294135
9, 4804, 64.070910, 5, 79.265069, 13.258777, 38.398114
6, 1656, 50.929580, 17, 47.619004, 15.762854, 52.245815
5, 7520, 63.620658, 19, 55.945435, 9.789991, 41.505218
0, 9035, 31.984237, 25, 56.177963, 4.672685, 45.987908
0, 10098, 51.124008, 31, 60.472444, 3.519135, 57.869206
1, 4252, 57.036748, 8, 49.942663, 10.516928, 31.515971
2, 3706, 56.822790, 5, 69.951810, 8.709251, 40.458423
7, 8849, 70.628170, 12, 56.278384, 9.173829, 45.038916
9, 2242, 61.490580, 1, 77.185189, 13.281756, 38.524712
6, 1816, 59.493694, 18, 48.605925, 15.956544, 52.737657
4, 6309, 70.832354, 12, 68.652501, 15.697505, 41.426372
4, 6562, 48.949979, 9, 62.487922, 14.415121, 42.185123
1, 4627, 69.618214, 5, 60.781214, 9.542193, 48.136718
3, 5540, 62.115307, 18, 52.470485, 8.339180, 39.503688
3, 3590, 57.208033, 15, 54.355553, 9.107129, 27.298203
6, 1682, 60.752942, 12, 41.363273, 14.578538, 32.681716
6, 3462, 61.656671, 12, 44.628226, 15.225412, 44.631016
7, 6837, 63.333777, 6, 54.347730, 10.063176, 36.670776
1, 7908, 54.297605, 3, 53.100454, 11.097879, 35.438359
1, 9039, 63.456375, 4, 57.599887, 9.105275, 32.326499
8, 2388, 71.551127, 10, 69.591145, 12.014218, 39.942207
1, 6761, 62.520359, 6, 54.994787, 9.281608, 56.069408
5, 4031, 82.845503, 9, 61.412327, 10.003019, 35.915694
7, 8613, 82.165844, 5, 60.604075, 8.727573, 32.654311
9, 4534, 58.327163, 5, 50.731211, 15.187214, 46.078963
3, 5566, 60.861104, 19, 52.135227, 10.301491, 38.864586
8, 1829, 74.878220, 10, 71.450200, 11.823279, 25.968064
9, 3761, 65.197618, 4, 69.299000, 13.681341, 41.302355
2, 3771, 63.067450, 10, 75.233011, 7.336281, 41.998663
2, 4940, 57.918474, 2, 68.249626, 9.640451, 37.237172
6, 2768, 38.634701, 8, 35.404706, 15.029995, 44.983283
2, 8905, 61.618995, 11, 80.853261, 8.177676, 36.557177
2, 3389, 37.122194, 9, 75.250448, 8.949964, 38.631614
4, 5929, 73.920925, 13, 68.119830, 13.662432, 46.345338
7, 4884, 57.439974, 11, 73.944556, 10.493073, 36.650347
1, 7586, 67.276127, 8, 58.359397, 10.581628, 34.640159
9, 2239, 42.687345, 7, 68.740525, 12.150143, 37.935299
5, 6346, 78.136922, 9, 59.043513, 8.910157, 29.318052
6, 1913, 53.288143, 9, 41.612769, 15.950854, 42.616491
6, 2511, 48.567989, 10, 43.601524, 14.994591, 35.636119
3, 7202, 52.274516, 15, 61.614118, 10.808137, 33.649454
4, 7235, 74.828823, 8, 72.108624, 15.513120, 44.048857
6, 2058, 52.879518, 16, 45.121824, 13.192155, 45.911765
6, 2161, 43.646952, 10, 47.023545, 16.591164, 42.722062
6, 1928, 63.115862, 16, 37.397189, 15.149484, 41.738501
2, 9125, 59.100799, 3, 66.728078, 9.847373, 40.055323
6, 2518, 56.512339, 16, 45.209474, 16.357254, 47.532148
3, 7141, 83.266579, 10, 56.721351, 9.172716, 32.488705
4, 7260, 73.240859, 9, 68.357552, 14.305457, 45.649412
1, 8639, 75.820684, 6, 62.744606, 12.149655, 37.583180
5, 7012, 71.105614, 9, 47.558410, 11.356545, 49.907790
7, 6171, 82.753053, 4, 62.917767, 7.277621, 45.329447
1, 5010, 58.078225, 7, 56.673541, 12.309537, 38.536239
0, 7776, 34.658000, 34, 60.477076, 4.207982, 55.133424
2, 8681, 65.084391, 5, 79.335044, 9.499856, 37.280616
0, 11157, 46.376055, 32, 52.777728, 4.649571, 47.806444
3, 6808, 82.206209, 18, 62.375571, 8.272594, 30.238681
0, 7800, 55.127883, 34, 50.098836, 3.919140, 49.351661
5, 4281, 76.957544, 8, 64.859121, 10.589799, 47.108843
1, 4202, 46.134990, 6, 54.833380, 10.118832, 45.944681
8, 3383, 58.807197, 18, 74.089165, 11.773087, 36.832028
3, 7030, 52.606869, 14, 44.752518, 9.409872, 39.614955
6, 4072, 59.193714, 8, 36.397645, 15.603690, 48.661391
0, 10007, 48.686909, 24, 52.899255, 3.871587, 50.940967
8, 2988, 66.674615, 4, 71.127133, 11.655942, 39.991060
2, 4522, 62.385622, 11, 65.722049, 9.700158, 45.616092
8, 2846, 74.286418, 5, 69.091936, 13.254571, 35.379211
1, 3812, 62.744330, 3, 59.676159, 9.907096, 33.991652
2, 4519, 74.041535, 2, 76.768682, 9.665787, 38.748453
6, 2325, 59.778170, 16, 40.102586, 16.129134, 33.332400
9, 2394, 52.635373, 8, 73.534005, 13.583693, 35.046397
2, 3804, 59.645122, 2, 65.282754, 7.973323, 32.252312
2, 5472, 59.610854, 9, 67.912231, 9.293581, 32.896138
7, 8778, 71.740898, 12, 58.875520, 7.705156, 31.840917
3, 7203, 57.328566, 12, 54.347235, 8.812272, 43.384735
9, 2508, 41.599882, 6, 64.938838, 14.107179, 39.516296
8, 2540, 61.184646, 7, 77.340694, 12.848871, 33.997306
5, 7720, 97.397260, 11, 57.859754, 8.910081, 39.039390
1, 7752, 70.286991, 10, 54.948193, 10.526028, 39.105067
8, 2686, 62.443794, 12, 65.420904, 12.721851, 25.227146
5, 4449, 85.307246, 9, 55.059325, 10.483273, 29.228223
5, 5335, 68.263083, 9, 52.246504, 9.537732, 32.578068
8, 2948, 61.682276, 12, 74.062449, 13.331259, 38.908453
3, 6498, 60.549428, 12, 62.231770, 8.654363, 36.966091
1, 5249, 64.874903, 2, 52.509456, 10.398390, 42.910136
5, 8253, 78.529031, 20, 57.294496, 10.186698, 43.657990
7, 8818, 65.240478, 5, 59.274294, 8.642009, 43.659717
1, 6072, 38.614105, 10, 60.392213, 9.692176, 34.156015
0, 10917, 56.647195, 28, 46.986992, 4.945979, 51.558127
3, 4473, 50.996677, 13, 51.695519, 10.123884, 27.902516
2, 5125, 60.387398, 9, 76.150947, 10.476298, 49.830994
4, 6198, 73.377660, 8, 68.385622, 13.926948, 25.138246
8, 2382, 69.349165, 13, 66.306826, 13.875018, 30.907061
9, 3227, 36.639180, 3, 75.276895, 13.160535, 42.330063
5, 7738, 82.711934, 11, 59.822664, 9.764398, 33.121160
2, 6747, 72.263318, 12, 66.894553, 8.962013, 37.651880
5, 4062, 64.225164, 10, 51.396800, 9.352233, 43.638499
9, 2865, 70.508975, 4, 75.112124, 13.318316, 37.703980
8, 1784, 70.927172, 18, 78.648358, 13.942663, 37.476907
3, 5581, 75.595542, 12, 66.970660, 8.702377, 30.799121
1, 8434, 82.453913, 9, 60.892948, 10.248970, 45.690772
8, 2937, 47.712962, 14, 72.003416, 11.245092, 37.959924
1, 5665, 45.384913, 9, 53.817857, 8.645927, 42.739529
6, 3219, 69.842528, 13, 41.206269, 14.249919, 40.651505
9, 4045, 39.770051, 4, 72.843428, 13.251875, 29.884311
7, 7619, 79.669582, 3, 57.829810, 7.335966, 39.281914
2, 4583, 53.224848, 13, 67.026927, 9.249076, 43.150421
1, 8390, 47.319734, 5, 50.991409, 9.846019, 36.461066
4, 6114, 71.214003, 12, 72.387873, 15.403581, 38.642934
4, 4546, 67.269852, 13, 77.245917, 15.440597, 41.772184
2, 4347, 64.096562, 8, 76.201307, 8.997973, 50.157896
4, 4842, 96.412626, 12, 68.108733, 14.042548, 45.155949
3, 7247, 67.488169, 11, 60.567310, 9.034778, 48.824576
4, 5886, 63.535838, 8, 74.829150, 15.220308, 37.423366
6, 3651, 62.495018, 9, 41.166323, 16.071740, 39.479609
9, 3968, 53.669009, 5, 77.500192, 14.032369, 47.040994
8, 2568, 51.174011, 15, 77.590694, 11.326531, 41.292179
5, 6376, 71.362369, 12, 56.797399, 9.597669, 42.992564
0, 10305, 40.738318, 29, 46.938058, 4.209137, 54.378356
8, 1877, 70.030839, 16, 67.732655, 12.371924, 49.781449
0, 10388, 42.376169, 32, 47.168190, 4.522518, 59.888009
0, 8290, 48.816791, 30, 48.372550, 2.197232, 49.705433
2, 4390, 68.929858, 12, 65.358372, 8.838387, 40.086642
9, 3601, 72.501450, 2, 58.334676, 14.004333, 32.662065
7, 8556, 80.100275, 2, 56.815252, 7.564849, 42.481534
4, 6892, 76.061052, 7, 67.550058, 15.013042, 41.100680
0, 6831, 58.008995, 32, 45.018637, 4.089434, 54.079089
5, 4985, 75.123219, 9, 53.090072, 9.095985, 27.291255
0, 8860, 67.897579, 29, 48.858135, 4.768496, 51.226787
9, 1819, 46.175226, 4, 64.150132, 13.402516, 41.254344
4, 6076, 84.131935, 11, 82.631060, 16.240339, 37.971960
0, 6832, 53.812367, 29, 46.942395, 5.248453, 58.067072
5, 5355, 80.260838, 17, 63.488610, 8.664018, 47.719615
5, 8680, 91.375473, 15, 63.758107, 9.300914, 30.440961
4, 7041, 85.486681, 11, 73.348718, 15.366068, 42.140914
4, 3861, 78.539969, 9, 64.190958, 14.519263, 32.500858
3, 5516, 60.219727, 12, 54.739042, 11.281090, 37.242342
3, 6672, 83.819175, 11, 62.620269, 9.964231, 38.891269
8, 1778, 65.973217, 9, 76.217098, 13.028247, 33.976994
4, 3721, 62.525576, 12, 73.858950, 14.799441, 52.188678
7, 4994, 62.533171, 2, 61.083477, 6.583680, 39.420190
4, 5523, 84.553219, 11, 64.218420, 14.997225, 37.963688
6, 3996, 55.453514, 8, 46.362338, 15.482090, 39.374336
1, 5572, 59.913776, 9, 53.879537, 10.758274, 40.877559
7, 7071, 68.867339, 2, 54.572688, 7.263389, 47.095418
4, 6125, 68.334243, 12, 73.206341, 14.748856, 48.819217
0, 9613, 40.785818, 31, 51.227203, 3.881987, 51.681784
7, 4839, 89.789973, 13, 58.826986, 8.307066, 43.452987
1, 7925, 60.405802, 10, 58.176237, 10.165049, 45.313760
3, 5312, 80.194443, 19, 57.878508, 9.451229, 30.641900
5, 4785, 69.076245, 15, 64.410234, 9.439582, 42.502289
0, 10868, 39.742090, 34, 50.738522, 5.111035, 49.675624
8, 2485, 89.375620, 16, 68.623622, 12.712325, 41.627081
8, 3153, 62.632363, 12, 63.141154, 11.633265, 33.460193
7, 5790, 71.819310, 9, 58.696897, 8.705992, 31.490632
7, 4539, 76.935323, 14, 66.394826, 9.095179, 32.869905
7, 5108, 68.862128, 11, 56.157863, 7.419393, 52.364040
6, 2546, 57.909937, 8, 41.913964, 16.432866, 43.178695
7, 4924, 79.674628, 7, 54.598057, 8.074708, 52.278003
4, 6315, 83.584305, 13, 71.577704, 14.322571, 40.912470
4, 3811, 74.561575, 9, 76.587991, 13.833585, 61.696600
0, 9265, 67.023561, 27, 42.113396, 5.037184, 58.459317
9, 3477, 51.222026, 1, 68.460285, 13.727003, 47.457763
9, 4277, 50.397909, 6, 69.494817, 14.578687, 27.958371
6, 2784, 53.389751, 14, 49.734390, 16.534722, 47.133047
2, 3192, 43.505850, 11, 66.949569, 9.220713, 37.381350
0, 10366, 42.316194, 29, 50.405482, 2.634655, 63.418327
1, 4622, 69.078587, 9, 58.407374, 11.862546, 39.115544
8, 3298, 50.072213, 16, 67.253478, 13.548750, 48.054570
3, 5041, 62.506577, 13, 59.465432, 9.655478, 44.989731
2, 9006, 46.077008, 7, 74.002955, 9.388175, 32.209918
6, 2929, 49.529034, 11, 46.317642, 14.466254, 41.136418
3, 5131, 67.410130, 18, 52.532936, 9.785407, 39.887735
4, 4662, 66.418188, 10, 66.917842, 12.312555, 40.395452
5, 5478, 68.940562, 10, 57.098386, 9.956247, 31.272090
4, 7671, 77.689477, 8, 69.982355, 15.218866, 44.818875
8, 2048, 81.799480, 7, 72.124897, 12.927603, 45.861237
4, 6083, 73.934595, 10, 74.993924, 14.829398, 45.942710
9, 3284, 62.160766, 4, 72.356106, 11.884154, 44.479387
7, 5521, 86.901982, 2, 52.586577, 8.348799, 40.004122
9, 4758, 52.928209, 6, 54.444847, 12.964558, 36.514174
9, 3842, 66.215951, 6, 69.229804, 14.344174, 45.710885
8, 2298, 65.610538, 18, 58.064892, 12.195458, 46.482547
7, 5272, 78.317992, 15, 57.595816, 8.670101, 35.474499
5, 7041, 84.166068, 8, 58.242529, 9.459917, 45.596747
2, 7730, 67.703322, 4, 63.632377, 9.817218, 38.341646
3, 4115, 66.283019, 18, 59.977390, 10.691086, 29.225221
7, 6935, 80.371382, 15, 48.207142, 7.958415, 28.499362
8, 1907, 64.909142, 20, 72.629983, 13.121438, 32.101410
2, 7469, 51.228911, 14, 71.718122, 8.492364, 42.480815
1, 6207, 58.527205, 2, 56.467827, 10.565002, 44.732416
0, 7403, 63.779218, 25, 40.481108, 4.891043, 55.555046
6, 2114, 47.252010, 13, 33.846566, 15.094652, 47.568111
6, 1750, 56.696915, 17, 44.185468, 14.612858, 43.404542
5, 6135, 70.255127, 18, 56.601720, 10.095023, 38.265396
4, 5087, 69.757067, 7, 68.908349, 16.382372, 42.200990
0, 10943, 38.789276, 32, 55.417392, 3.707594, 52.352994
5, 6868, 68.407069, 10, 57.682640, 10.610004, 48.250838
1, 3934, 67.616716, 5, 47.057425, 9.704225, 36.299494
3, 5670, 64.505193, 13, 62.272852, 8.404393, 43.172110
7, 6055, 85.693624, 2, 54.869057, 8.406845, 28.954943
0, 8423, 38.333962, 32, 54.217931, 6.326967, 42.301230
4, 7494, 77.320627, 8, 72.050659, 14.605087, 48.410025
4, 5671, 84.706937, 11, 83.272669, 16.055738, 38.080873
7, 4891, 78.759447, 3, 55.708049, 9.094942, 37.146962
6, 2887, 61.179002, 13, 43.758298, 13.546804, 33.771612
9, 2251, 70.280136, 7, 69.406304, 12.469871, 38.530642
7, 4379, 54.527864, 11, 56.060972, 9.369900, 35.324346
8, 3145, 56.635043, 19, 75.263667, 10.927415, 38.825138
4, 6517, 89.013061, 8, 75.459307, 13.355911, 47.668133
1, 3737, 71.779282, 4, 62.436411, 8.873914, 32.144522
7, 8704, 78.282959, 4, 61.707566, 8.090422, 30.752332
0, 6607, 53.326154, 28, 52.870559, 4.115537, 56.850645
4, 4344, 63.464730, 7, 72.944166, 15.303400, 44.915093
0, 7670, 43.438392, 27, 44.297775, 5.563762, 60.773682
1, 4135, 30.429679, 10, 59.755371, 10.556636, 39.798700
3, 3971, 68.560009, 12, 62.021782, 9.104826, 20.976431
9, 3949, 67.431767, 4, 73.731295, 12.800134, 29.052206
5, 6072, 77.555552, 13, 62.833781, 8.943804, 40.530003
3, 4320, 59.580747, 20, 63.672315, 9.139868, 28.752164
7, 8398, 78.419938, 8, 52.949586, 9.514618, 32.521448
6, 3263, 46.845028, 8, 43.060596, 15.661115, 42.179673
4, 7357, 72.855911, 8, 70.108009, 15.560108, 49.085645
6, 3176, 53.359581, 12, 46.707952, 15.513005, 33.301183
9, 5127, 46.802361, 8, 69.996372, 12.229122, 51.599566
3, 6045, 79.401335, 14, 59.025321, 8.385073, 47.244285
1, 7792, 55.237876, 10, 56.781301, 11.283385, 31.554292
6, 2877, 55.456160, 15, 48.796869, 14.885924, 35.679988
3, 5896, 84.873037, 10, 63.494366, 10.388990, 30.035384
4, 6922, 85.810895, 7, 65.316692, 13.888805, 35.806480
0, 8297, 59.840334, 33, 60.253220, 5.980730, 53.010559
0, 10718, 53.687314, 27, 50.548063, 4.046273, 58.814970
1, 5531, 43.383252, 3, 57.086717, 10.207456, 34.117752
9, 3388, 69.940168, 1, 63.985926, 12.658283, 30.191974
7, 5356, 75.916035, 12, 58.228869, 9.396758, 33.534895
9, 2208, 54.906035, 7, 71.533554, 13.048525, 42.393511
8, 2577, 73.600500, 17, 65.345242, 11.872466, 37.216970
7, 6674, 83.304065, 13, 55.554111, 7.789835, 27.805353
8, 2068, 69.552330, 11, 64.043680, 12.779723, 32.495845
0, 10022, 64.654554, 34, 58.336029, 4.248016, 53.977055
9, 1679, 38.471318, 8, 71.600181, 14.771304, 41.782911
4, 6071, 67.411669, 9, 82.171823, 13.728205, 40.388768
2, 6098, 44.076081, 2, 69.669784, 10.133830, 50.148086
3, 4127, 86.643256, 15, 62.898501, 10.237888, 32.121126
3, 5852, 71.133919, 13, 54.076767, 10.606399, 44.264929
3, 6886, 70.966441, 20, 64.480699, 11.003652, 37.431724
4, 5028, 61.717860, 12, 63.576287, 14.677270, 38.989205
8, 2869, 73.034836, 6, 70.517624, 11.915969, 41.658964
3, 3483, 52.510110, 15, 56.097314, 7.882166, 40.139088
0, 8928, 62.004357, 30, 49.087281, 2.447913, 55.466914
0, 11200, 55.138910, 31, 48.085581, 3.614496, 51.833589
3, 3733, 68.176706, 14, 56.647342, 9.998346, 30.081966
0, 10759, 47.069430, 24, 40.773612, 4.796433, 41.632609
7, 4309, 74.840704, 13, 61.247525, 9.136580, 46.459045
9, 2598, 42.229469, 1, 67.081821, 13.965597, 32.029220
6, 3395, 37.381404, 9, 39.282735, 16.309940, 38.950396
6, 2026, 57.995285, 12, 48.525484, 16.196108, 38.973567
1, 4082, 56.985746, 10, 61.093089, 10.550943, 41.298168
4, 4534, 58.285588, 7, 59.297996, 13.888270, 38.865256
9, 4689, 61.261015, 4, 68.737745, 14.581476, 43.237789
3, 7317, 66.186125, 12, 55.942546, 10.950670, 32.453626
8, 1820, 64.175252, 13, 61.200727, 11.645254, 41.987735
1, 7325, 51.233062, 5, 54.329463, 10.356689, 32.064492
3, 3830, 71.852853, 20, 50.546739, 12.014132, 38.831566
8, 2634, 51.502758, 6, 71.758146, 13.523455, 27.275688
3, 4187, 59.078961, 13, 58.824270, 8.915744, 34.227554
3, 3280, 61.273711, 20, 54.581019, 7.714947, 24.587806
3, 3297, 54.231454, 20, 57.161122, 8.546783, 38.484612
6, 3379, 61.146264, 15, 39.671048, 16.354735, 32.815573
9, 4623, 52.052270, 2, 65.778791, 13.096607, 28.645628
3, 4935, 66.844217, 12, 56.068086, 9.132495, 33.012400
8, 1594, 62.155124, 13, 71.998281, 14.565291, 26.046489
3, 5687, 85.188534, 11, 59.135664, 8.943005, 44.655476
0, 6484, 36.877832, 24, 52.081283, 1.884195, 44.089929
8, 1982, 47.145627, 20, 56.991550, 12.812552, 35.093278
6, 2328, 61.694188, 17, 39.113612, 14.428951, 30.128631
9, 2372, 45.937354, 4, 73.373769, 13.030897, 26.410468
1, 4903, 45.786805, 9, 68.200168, 9.865728, 35.492600
0, 8952, 51.680559, 31, 42.717046, 2.734832, 65.596214
6, 1971, 58.706383, 15, 39.610110, 14.511223, 37.433483
4, 7519, 88.323870, 9, 66.931496, 14.889519, 36.172310
6, 3162, 74.950480, 13, 47.298293, 15.286176, 49.743595
3, 4868, 61.496946, 14, 55.113540, 9.983065, 45.539352
6, 3614, 70.750477, 12, 42.890277, 15.591254, 42.999987
1, 8597, 74.410712, 5, 60.766919, 11.059648, 39.569895
9, 3272, 49.682249, 2, 74.408570, 13.450585, 38.688101
7, 7838, 76.181600, 14, 62.450859, 7.239232, 44.117559
9, 4190, 58.778355, 1, 77.404567, 13.834932, 43.296867
7, 3788, 89.860209, 3, 45.402549, 8.590159, 31.292187
4, 7076, 64.297056, 13, 74.247872, 15.406313, 42.286838
6, 3021, 64.436344, 18, 45.796042, 14.056664, 41.817791
1, 7502, 63.764454, 10, 58.450794, 8.719193, 40.670349
1, 5649, 41.160967, 3, 67.586220, 10.506376, 31.268702
2, 8227, 71.739665, 9, 65.982748, 9.395938, 46.454058
2, 8236, 65.223688, 13, 67.338165, 8.874181, 50.204670
1, 5188, 47.367820, 2, 64.086703, 8.683382, 44.142492
6, 3820, 61.646750, 9, 38.031850, 15.611022, 50.321794
4, 4079, 71.455052, 9, 67.555321, 15.490554, 33.284731
5, 6168, 83.796759, 13, 61.210910, 10.315842, 33.830335
9, 4910, 48.518371, 2, 68.512552, 13.686038, 34.376873
1, 4803, 47.507172, 3, 56.395559, 9.243833, 45.495785
9, 1654, 57.681562, 2, 64.031228, 13.237035, 40.015640
