@relation TrainingsundValidierungsmenge50k-weka.filters.unsupervised.attribute.NumericToNominal-Rfirst-weka.filters.unsupervised.attribute.Standardize

@attribute y {0,1,2,3,4,5,6,7,8,9}
@attribute ' x1' numeric
@attribute ' x2' numeric
@attribute ' x4' numeric
@attribute ' x5' numeric
@attribute ' x6' numeric
@attribute ' x7' numeric

@data
9,-0.958356,-0.905835,-0.681673,1.207695,0.718896,0.780256
0,1.390556,-1.327357,1.766952,-1.064385,-1.546485,0.475231
8,-1.264004,0.369717,0.54264,1.226868,0.624584,-1.038241
0,2.513854,-1.896735,2.855229,0.090536,-2.191993,0.238126
3,-0.507223,0.521996,0.134536,-0.335517,-0.559549,-1.358228
2,1.207944,-0.374947,-0.817707,1.430539,-0.334019,0.137468
7,1.455311,1.307177,-0.001499,-0.490307,-0.700512,0.184449
9,-0.824095,-1.462774,-0.545638,1.34591,1.120581,-0.519308
3,0.89323,1.021015,-0.137534,-0.774831,-0.679851,0.116774
2,1.521362,-0.399243,-1.361846,0.729373,-0.641705,0.502267
0,2.364484,-1.661627,2.31109,-1.655803,-1.973117,1.490302
2,1.073683,-0.501278,-0.273568,1.37187,0.323489,0.017921
6,-1.254506,-0.532717,0.134536,-1.784024,1.263188,-0.531619
3,0.516783,0.319526,0.134536,-0.667013,0.026113,-0.759874
7,0.807321,-0.174934,-1.089777,0.196894,-1.141878,0.730523
4,-0.442467,0.519115,-0.001499,0.063328,1.405457,1.111649
4,-0.501611,1.225252,0.134536,0.635861,1.124709,-1.071338
3,-0.087173,-0.523721,-0.137534,-0.214626,-0.143887,0.070164
2,1.240322,-0.710858,-1.089777,0.884887,-1.080102,-0.629046
1,0.490449,0.933856,-0.817707,-0.337614,-0.321389,1.196829
4,-0.694152,-0.138733,0.134536,0.250859,1.021526,0.006556
8,-1.299403,0.569895,-0.545638,0.466668,0.812486,-0.75176
9,-1.026997,-0.546552,-1.225811,0.282931,0.662609,1.606238
7,1.138439,-0.084335,-1.225811,0.385985,-1.093465,-1.565795
7,0.24783,1.212936,-0.137534,-0.190627,-0.990162,-0.505982
7,0.212862,1.249244,-0.545638,0.816856,-0.462826,-0.538319
6,-1.238965,-0.41688,0.678674,-0.059605,0.926131,1.024656
8,-1.346028,0.380571,-0.409603,0.441542,0.580038,0.097536
1,-0.28619,0.094077,-0.681673,-0.277594,0.025545,-0.628445
8,-1.352072,0.732954,-0.953742,0.714717,0.536967,-2.567092
1,0.669175,-0.630418,-1.361846,0.781812,-0.199367,-0.756108
4,-0.307775,0.732383,-0.545638,1.279372,1.100282,1.669848
3,-0.698469,0.003403,0.814709,-0.346098,-0.309671,-0.753969
7,0.27805,1.594214,-1.361846,0.009489,-0.695226,0.821353
2,-0.784378,-0.599012,-0.001499,1.784413,-0.795973,1.454262
8,-1.611527,0.922247,0.27057,0.88062,0.29745,0.443126
1,0.188687,-0.525925,-1.225811,-0.036343,0.292593,0.280638
3,-0.231363,0.034365,0.406605,-0.581116,-0.633315,0.31973
6,-1.002822,0.818788,-0.409603,-1.6665,1.437682,0.030625
5,0.542254,1.35962,-0.001499,0.073997,-0.316855,-1.616572
2,-0.014647,-0.855796,-1.089777,0.247776,-1.00569,-1.234103
3,-0.777903,-0.227423,0.950744,-0.50524,-0.285048,1.215453
2,1.392282,-0.692802,-0.545638,1.605007,-0.263161,-0.705557
0,0.778397,-1.448968,2.31109,-0.436921,-1.845242,2.038303
9,-1.217811,-1.446852,-0.545638,1.511628,1.225865,0.368333
2,0.299635,-1.834826,0.134536,1.453242,-0.268814,0.027683
6,-1.367181,-0.345018,0.678674,-1.079623,1.042313,-1.258004
3,-0.707103,-0.663623,-0.001499,-0.769565,-0.632898,-0.784861
7,1.32839,-0.118648,-1.089777,-0.378219,-0.790801,0.485266
9,-1.703912,-0.426884,-1.497881,0.214178,0.533078,-0.624353
7,0.879416,0.775174,0.406605,-0.467553,-0.811048,-0.633848
4,0.937264,1.231408,-0.001499,1.135605,1.376185,-0.974501
3,-0.850861,0.956213,-0.137534,0.345198,-0.48672,-2.0486
5,0.967484,1.56462,0.134536,-0.448015,-0.276926,-0.665381
6,-0.707103,-0.040094,-0.545638,-1.986122,1.227349,-0.698273
9,-0.837047,-0.344932,-0.817707,0.647023,1.108868,0.871793
1,0.44253,-1.146319,-0.953742,0.813988,-0.372256,-1.498317
7,1.020584,0.660339,0.134536,0.17568,-0.312355,0.712033
5,1.025332,-0.114341,0.950744,-0.945026,-0.244568,-1.919077
0,1.731171,-1.151201,2.719195,-1.100854,-1.961239,0.616459
6,-1.324874,0.342082,0.678674,-2.144433,1.275475,-0.55539
9,-1.16428,-0.331764,-0.545638,0.665277,0.852124,0.603955
8,-1.308901,-0.00279,-0.273568,0.992239,0.718889,-1.599585
7,0.628595,2.271661,-1.225811,-0.235377,-0.550241,0.023387
6,-1.171187,-0.489673,-0.001499,-2.237622,1.153286,-0.850652
5,-0.429948,1.520994,0.134536,-0.216219,0.070789,-0.519856
4,-0.546508,1.743836,-0.137534,-0.1886,0.999056,-0.298415
9,-0.244314,-0.011243,-0.953742,1.794736,0.769802,-0.286417
6,-1.603324,-0.961775,0.678674,-1.243031,1.541004,1.311537
5,0.928199,-0.04381,0.950744,-0.443761,-0.298511,0.072127
0,1.582233,-2.332119,1.766952,-0.42144,-1.874533,0.589406
0,2.041136,-0.947711,2.58316,-0.009205,-2.229802,1.960447
1,-0.482616,-0.520034,-0.545638,-1.019978,-0.07463,-1.08058
2,-0.718327,-0.53551,-0.953742,0.900738,-0.631356,-0.048668
7,1.501936,0.463053,-0.001499,-0.4118,-0.488276,0.479898
9,-1.350345,-0.197882,-1.497881,1.595084,0.776879,-0.271808
6,-1.534251,-0.34232,0.814709,-1.148295,1.600656,1.368293
4,0.405403,0.477822,-0.001499,0.776015,1.520878,0.063029
4,0.514624,-1.104962,-0.409603,0.184265,1.125931,0.150585
1,-0.320726,0.390001,-0.953742,0.020435,-0.374827,0.837368
3,0.073421,-0.152695,0.814709,-0.777328,-0.74533,-0.158839
3,-0.768405,-0.507645,0.406605,-0.596377,-0.508818,-1.567289
6,-1.5921,-0.251237,-0.001499,-1.843531,1.17626,-0.94606
6,-0.823664,-0.185869,-0.001499,-1.530121,1.375483,0.432828
7,0.633344,-0.064561,-0.817707,-0.597128,-0.214376,-0.485743
1,1.0957,-0.71816,-1.225811,-0.716856,0.104291,-0.627957
1,1.58396,-0.055693,-1.089777,-0.284947,-0.509389,-0.98705
8,-1.287316,0.529812,-0.273568,0.866117,0.386504,-0.108236
1,0.600534,-0.123397,-0.817707,-0.535015,-0.455082,1.75276
5,-0.578023,1.34675,-0.409603,0.081017,-0.232903,-0.572875
7,1.400053,1.29759,-0.953742,0.003431,-0.625713,-0.949222
9,-0.360875,-0.426697,-0.953742,-0.944284,1.363719,0.599914
3,0.084645,-0.243413,0.950744,-0.80951,-0.14098,-0.232588
8,-1.528639,0.770465,-0.273568,1.044571,0.327699,-1.72078
9,-0.694584,0.070253,-1.089777,0.838074,0.899942,0.048718
2,-0.690267,-0.083825,-0.273568,1.407691,-1.054202,0.129068
2,-0.185602,-0.456258,-1.361846,0.737342,-0.344566,-0.420383
6,-1.123267,-1.851081,-0.545638,-2.415505,1.315299,0.473478
2,1.526111,-0.188594,-0.137534,1.947189,-0.79507,-0.498851
2,-0.855178,-1.960483,-0.409603,1.409365,-0.557221,-0.259472
4,0.241355,0.701223,0.134536,0.724883,0.894119,0.630652
7,-0.209778,-0.490868,-0.137534,1.284009,-0.081977,-0.4881
1,0.956691,0.220595,-0.545638,-0.21204,-0.054704,-0.720065
9,-1.35164,-1.557947,-0.681673,0.784464,0.428366,-0.339823
5,0.421376,1.006172,-0.409603,-0.14637,-0.569481,-1.334209
6,-1.492376,-0.791176,-0.409603,-1.819581,1.598904,0.200362
6,-1.234216,-1.132592,-0.273568,-1.628677,1.304395,-0.605137
3,0.790916,-0.864493,0.406605,0.100387,0.015056,-0.834388
4,0.805162,0.766892,-0.545638,1.107775,1.464091,0.36565
6,-1.429779,-0.820733,0.54264,-1.48274,0.749283,0.58062
6,-1.385313,-1.488538,-0.273568,-1.30019,1.796106,0.212545
6,-1.4859,-0.080323,0.54264,-2.224243,1.352099,0.099047
2,1.621086,-0.370738,-1.225811,0.591286,-0.280839,-0.095183
6,-1.231194,-0.557966,0.54264,-1.474326,1.724067,0.767604
3,0.764582,1.377208,-0.273568,-0.369279,-0.488619,-0.968332
4,0.815955,0.652033,-0.409603,0.747702,1.092157,0.550346
1,1.411277,0.838635,-0.817707,0.208905,0.428215,-0.380456
5,0.708892,0.497587,-0.409603,-1.248847,0.183954,1.041741
7,0.345827,1.340063,-1.089777,0.225527,-1.072268,0.513423
1,-0.155383,-0.444703,-0.681673,-0.373869,0.477456,-0.270478
0,1.038715,-2.138722,2.991264,-0.00876,-2.017651,1.644752
2,1.429409,0.062063,-0.953742,1.801453,-0.387866,-0.41537
0,2.498313,-1.291138,2.719195,-0.747835,-1.881651,0.799256
3,0.620824,1.300509,0.814709,0.17348,-0.765837,-1.227973
0,1.049076,-0.658105,2.991264,-1.004987,-2.106608,0.977566
5,-0.470097,0.920866,-0.545638,0.411881,-0.052187,0.718757
1,-0.504201,-1.308574,-0.817707,-0.550509,-0.197235,0.584418
8,-0.857768,-0.391975,0.814709,1.297891,0.312241,-0.467135
3,0.716663,-0.840454,0.27057,-1.51819,-0.41558,-0.145999
6,-0.560323,-0.364018,-0.545638,-2.320191,1.491985,0.897913
0,2.001851,-1.12399,1.630917,-0.73617,-2.121254,1.160964
8,-1.028292,0.177087,-1.089777,1.01356,0.276162,-0.102599
2,-0.366055,-0.133142,-0.137534,0.494715,-0.326178,0.546501
8,-1.089594,0.727659,-0.953742,0.818197,0.768506,-0.634782
1,-0.672567,-0.107197,-1.225811,-0.085641,-0.262445,-0.7949
2,-0.367351,0.709947,-1.361846,1.555103,-0.336763,-0.245989
6,-1.314513,-0.321743,0.54264,-1.964546,1.653811,-0.870974
9,-1.284725,-0.838392,-0.545638,1.2446,0.869869,-0.673188
2,-0.67602,-0.331367,-1.361846,0.452546,-0.858006,-0.995611
2,0.044065,-0.333845,-0.409603,0.704955,-0.451395,-0.921316
7,1.471285,0.543538,-0.001499,-0.162496,-0.940596,-1.043083
3,0.791348,-0.498927,-0.001499,-0.597175,-0.599628,0.289014
9,-1.235511,-1.636605,-0.817707,0.419533,1.031091,-0.157384
8,-1.221696,-0.220011,-0.681673,1.610011,0.643559,-0.794247
5,1.01454,2.3993,-0.137534,-0.260002,-0.569505,-0.212417
1,1.028354,0.438375,-0.273568,-0.539488,-0.071827,-0.204838
8,-1.158667,-0.128935,-0.001499,0.465808,0.60444,-1.806278
5,-0.39757,1.524812,-0.409603,-0.52882,-0.084995,-1.344575
5,-0.015079,0.291983,-0.409603,-0.798828,-0.376201,-0.95802
8,-1.04556,-0.184016,-0.001499,1.295326,0.792124,-0.227526
3,0.486995,-0.265957,-0.001499,0.159677,-0.64826,-0.451665
1,-0.052205,0.046911,-1.361846,-0.773587,-0.111137,0.234247
5,1.244639,1.034534,1.086778,-0.314262,-0.176334,0.320546
7,1.488553,0.073353,-0.953742,-0.124217,-0.652065,0.320745
1,0.303089,-1.852571,-0.273568,-0.016906,-0.328636,-0.775933
0,2.394703,-0.548211,2.175056,-1.303699,-1.790364,1.232181
3,-0.387209,-0.956921,0.134536,-0.851718,-0.195679,-1.497555
2,-0.105737,-0.277677,-0.409603,1.495805,-0.087143,1.032879
4,0.357484,0.661928,-0.545638,0.750397,0.975584,-1.816537
8,-1.289906,0.370541,0.134536,0.550849,0.959591,-1.150846
9,-0.925115,-1.99542,-1.225811,1.411903,0.739545,0.16731
5,1.022311,1.337089,-0.137534,-0.071578,-0.306393,-0.89535
2,0.59449,0.581326,-0.001499,0.607266,-0.553511,-0.372528
5,-0.56464,-0.000086,-0.273568,-0.880393,-0.433331,0.318297
9,-1.081392,0.454431,-1.089777,1.396087,0.788138,-0.366516
8,-1.548066,0.48468,0.814709,1.735536,0.980424,-0.392719
3,0.091121,0.82235,-0.001499,0.614572,-0.633473,-1.163301
1,1.322778,1.318426,-0.409603,0.03116,-0.157155,0.555119
8,-1.050309,-1.194437,0.27057,1.097676,0.149629,-0.336982
1,0.127384,-1.362828,-0.409603,-0.647991,-0.650858,0.21456
6,-0.928568,0.406226,0.134536,-1.858602,1.075052,-0.026387
9,-0.571979,-1.76896,-1.089777,1.17831,0.767676,-1.268866
7,0.970938,1.117031,-1.225811,-0.262876,-1.054299,-0.184431
2,-0.339721,-0.795755,0.134536,0.619973,-0.465101,0.261975
1,1.303783,-1.22288,-0.953742,-0.919307,-0.281256,-0.509942
4,0.32122,0.505427,-0.001499,1.13458,1.430356,-0.258166
4,-0.355695,0.220141,0.134536,1.600913,1.441756,0.102934
2,-0.441604,-0.009388,-0.545638,1.500639,-0.542436,1.070602
4,-0.22791,2.32808,-0.001499,0.723818,1.011186,0.493403
3,0.810343,0.235932,-0.137534,-0.000098,-0.531101,0.916743
4,0.222791,-0.049946,-0.545638,1.368923,1.373911,-0.398898
6,-0.742071,-0.12523,-0.409603,-1.862436,1.636134,-0.161618
9,-0.60522,-0.763628,-0.953742,1.625322,1.008051,0.710927
8,-1.209609,-0.944095,0.406605,1.634009,0.174711,0.047544
5,0.434327,0.516159,-0.001499,-0.361979,-0.357742,0.243759
0,2.130499,-1.698923,2.31109,-1.308396,-2.017296,1.557621
8,-1.507917,0.419847,0.54264,0.687717,0.49667,1.027162
0,2.166331,-1.580455,2.719195,-1.286305,-1.920781,2.193406
0,1.260612,-1.114596,2.447125,-1.170697,-2.63692,1.01839
2,-0.423041,0.340212,-0.001499,0.459805,-0.591585,-0.091569
9,-0.763657,0.59855,-1.361846,-0.214413,0.999417,-0.948327
7,1.375446,1.148184,-1.361846,-0.360265,-0.983807,0.184789
4,0.657087,0.856021,-0.681673,0.670189,1.310078,0.025446
0,0.630753,-0.44971,2.719195,-1.492645,-2.054162,1.523087
5,-0.166176,0.788186,-0.409603,-0.717853,-0.51225,-1.568091
0,1.506684,0.265545,2.31109,-1.124084,-1.845025,1.193946
9,-1.532956,-1.305664,-1.089777,0.343824,0.81407,0.043178
4,0.304815,1.4398,-0.137534,2.117844,1.688059,-0.335593
0,0.631185,-0.753258,2.31109,-1.30798,-1.697208,1.98328
5,-0.006444,1.159798,0.678674,0.280323,-0.645287,0.789237
5,1.428977,1.963736,0.406605,0.306193,-0.449136,-1.204631
4,0.721412,1.537791,-0.137534,1.226814,1.418802,0.145483
4,-0.651413,1.035325,-0.409603,0.347743,1.158004,-0.96693
3,0.06306,-0.289805,-0.001499,-0.559565,0.160716,-0.419787
3,0.562112,1.417178,-0.137534,0.196969,-0.244849,-0.229509
8,-1.550656,0.126354,-0.409603,1.502155,0.698803,-0.796591
4,-0.711852,-0.123019,-0.001499,1.275792,1.244293,1.304943
7,-0.16229,-0.12247,-1.361846,0.04945,-1.285987,-0.168474
4,0.066082,1.470272,-0.137534,0.350379,1.305207,-0.336547
6,-0.593133,-0.634552,-0.545638,-1.363661,1.454535,-0.173766
1,0.087236,-0.311935,-0.409603,-0.64207,-0.0003,-0.000301
7,0.734363,0.33569,-1.361846,-0.575533,-1.076651,0.717207
4,0.325969,0.29713,-0.001499,1.213147,1.228714,0.916125
0,1.831759,-1.695488,2.58316,-0.896673,-2.118051,1.24645
7,-0.229205,1.849054,0.134536,-0.167155,-0.75522,0.29689
1,1.103039,-0.276346,-0.273568,-0.229622,-0.183001,0.511613
3,-0.025008,1.154995,0.950744,-0.258201,-0.402842,-1.181444
5,-0.252517,0.3508,0.406605,0.368792,-0.406429,0.187184
0,2.37355,-1.770982,2.991264,-0.943582,-1.73953,1.01495
8,-1.24544,1.819083,0.54264,0.773243,0.601506,0.08619
8,-0.957061,-0.115295,-0.001499,0.24697,0.269178,-0.856227
7,0.181348,0.54921,-0.409603,-0.179643,-0.63236,-1.083504
7,-0.358716,0.919259,0.27057,0.559296,-0.512498,-0.924343
7,-0.113076,0.335313,-0.137534,-0.423369,-1.028605,1.325179
6,-1.219106,-0.456875,-0.545638,-1.790669,1.747354,0.265238
7,-0.19251,1.117396,-0.681673,-0.573098,-0.826782,1.315251
4,0.407993,1.400189,0.134536,1.056811,1.097427,0.003727
4,-0.672998,0.747562,-0.409603,1.537758,0.94683,2.402109
0,1.681525,0.202326,2.039021,-1.771525,-1.762275,2.028543
9,-0.817188,-0.940622,-1.497881,0.757564,0.914005,0.75902
9,-0.471823,-1.000231,-0.817707,0.85687,1.176306,-1.491109
6,-1.11636,-0.783827,0.27057,-1.039971,1.778723,0.72155
2,-0.940224,-1.498744,-0.137534,0.612547,-0.473837,-0.403746
0,2.156833,-1.584793,2.31109,-0.975552,-2.502203,2.600787
1,-0.322885,0.350969,-0.409603,-0.207435,0.339792,-0.203629
8,-0.894463,-1.023789,0.54264,0.64172,0.859107,0.827889
3,-0.142,-0.124394,0.134536,-0.10587,-0.339938,0.474222
2,1.569713,-1.312768,-0.681673,1.289615,-0.422262,-1.000503
6,-1.053763,-1.063078,-0.137534,-1.367951,1.141679,0.02957
3,-0.103147,0.230288,0.814709,-0.771333,-0.299923,-0.114522
4,-0.305617,0.158539,-0.273568,0.609502,0.478385,-0.055934
5,0.046655,0.340986,-0.273568,-0.333087,-0.247308,-1.108723
4,0.993386,0.973808,-0.545638,0.90367,1.373467,0.454506
8,-1.434096,1.27109,-0.681673,1.109337,0.667807,0.574789
4,0.307837,0.702212,-0.273568,1.38474,1.253519,0.584191
9,-0.900507,-0.149407,-1.089777,1.131531,0.346447,0.415331
7,0.065219,1.640161,-1.361846,-0.766184,-0.742368,-0.101092
9,-0.264173,-0.817211,-0.817707,-0.587805,0.679188,-0.503814
9,-0.659615,0.143911,-0.817707,0.831431,1.104081,0.557439
8,-1.326169,0.10012,0.814709,-0.24031,0.442322,0.646485
7,-0.042276,1.019269,0.406605,-0.285338,-0.643413,-0.623787
5,0.721412,1.442269,-0.545638,-0.223258,-0.400167,0.544269
2,1.018857,0.251495,-1.089777,0.294124,-0.290126,-0.292933
3,-0.54176,0.148762,0.814709,-0.056726,-0.020993,-1.344921
7,0.675651,1.167794,0.406605,-1.186574,-0.862597,-1.428682
8,-1.494966,0.049387,1.086778,1.157821,0.727504,-1.013024
2,0.906182,-0.940124,0.27057,1.07029,-0.698153,0.184706
1,0.361369,-0.412227,-1.361846,-0.393615,-0.059824,0.444529
0,0.877689,-0.032342,1.766952,-1.928211,-1.807283,1.693405
6,-1.405603,-1.227779,0.134536,-2.565074,1.335212,0.771754
6,-1.562744,-0.544615,0.678674,-1.572623,1.18683,0.291299
5,0.330286,0.43607,0.814709,-0.380763,-0.204568,-0.301732
4,-0.122142,0.400045,-0.681673,0.800574,1.731802,0.152416
0,2.405928,-1.8399,2.719195,-0.494449,-2.17176,1.323905
5,0.646726,0.302398,-0.273568,-0.277003,-0.045964,0.850537
1,-0.619898,0.24523,-0.953742,-1.296938,-0.324925,-0.528587
3,0.129543,0.020169,0.134536,0.16362,-0.725246,0.264478
7,0.29575,1.552759,-1.361846,-0.547084,-0.724491,-1.37611
0,1.318029,-1.872834,2.719195,-0.609587,-1.365049,0.163983
4,0.916974,0.947128,-0.545638,1.102211,1.184436,0.868906
4,0.129975,1.481391,-0.137534,2.179433,1.631206,-0.323025
7,-0.206756,1.0512,-1.225811,-0.466548,-0.512571,-0.430793
6,-1.071894,-0.220419,0.134536,-1.613628,0.858508,-0.820291
9,-1.346459,0.437879,-0.681673,0.848374,0.526835,-0.271124
7,-0.427789,-0.701505,-0.137534,-0.43267,-0.42789,-0.641114
8,-0.960514,-0.54909,0.950744,1.410633,0.051791,-0.23714
4,0.495198,1.792859,-0.545638,1.429413,0.799717,0.783296
1,-0.704945,0.546315,-1.089777,0.17932,-0.580643,-1.008049
7,1.439338,1.016735,-1.089777,0.109357,-0.821942,-1.1687
0,0.534051,-0.788427,2.175056,-0.738924,-2.046122,1.84291
4,-0.442899,-0.055089,-0.681673,1.18798,1.399502,0.465609
0,0.992955,-1.503623,2.039021,-1.561842,-1.6001,2.295609
1,-0.533126,-2.444562,-0.273568,-0.078038,-0.062401,-0.124796
3,-0.603925,0.31346,-0.001499,0.139519,-0.509527,-2.296789
9,-0.613423,0.231853,-1.089777,1.263538,0.628549,-1.364886
5,0.303089,0.964121,0.134536,0.217465,-0.559119,-0.040408
3,-0.45326,-0.336023,1.086778,0.297957,-0.498735,-1.39951
7,1.307236,1.026643,-0.545638,-0.731338,-0.38332,-0.964554
6,-0.909573,-1.257216,-0.545638,-1.680601,1.509671,0.149956
4,0.857831,0.624189,-0.545638,0.915732,1.478563,0.946869
6,-0.947132,-0.786009,-0.001499,-1.330485,1.464056,-0.874576
9,-0.104873,-1.260302,-0.545638,0.905016,0.45269,1.236963
3,0.291433,1.097629,0.27057,-0.148117,-0.731196,0.734386
1,1.045623,-0.650149,-0.273568,-0.363524,0.161423,-1.076158
6,-1.076212,-0.63436,0.406605,-1.129965,1.270928,-0.600074
3,0.227108,1.493405,-0.273568,0.280876,-0.114032,-1.251433
4,0.670039,1.561242,-0.681673,0.455804,0.963837,-0.585478
0,1.263634,-0.317247,2.855229,-0.030248,-1.471682,1.399784
0,2.308794,-0.762304,2.039021,-0.961865,-2.067454,2.069583
1,0.069536,-1.507611,-1.225811,-0.334207,-0.169941,-0.780348
9,-0.85561,0.413289,-1.497881,0.328061,0.584862,-1.233363
7,-0.006013,0.845532,-0.001499,-0.22457,-0.419618,-0.847607
9,-1.365023,-0.674152,-0.681673,1.052573,0.705048,0.174632
8,-1.205723,0.678046,0.678674,0.458545,0.342847,-0.422715
7,0.562975,1.379919,0.134536,-0.481325,-0.914517,-1.508767
8,-1.425462,0.385236,-0.137534,0.333605,0.622263,-0.967508
0,2.008327,0.030973,2.991264,-0.214283,-2.005322,1.511313
9,-1.593395,-1.862899,-0.545638,1.058968,1.235628,0.104171
4,0.302657,0.230399,-0.409603,2.073761,0.914375,-0.056705
2,0.314313,-1.457498,-1.361846,0.873666,-0.192616,1.06947
3,-0.536579,1.621447,0.406605,0.223677,-0.160568,-1.010749
3,0.208113,0.499635,0.134536,-0.623138,-0.047075,0.390584
3,0.654497,0.487521,1.086778,0.375556,0.075271,-0.397933
4,-0.147612,-0.181443,-0.001499,0.288739,1.206667,-0.218208
8,-1.079665,0.637131,-0.817707,0.955052,0.356245,0.089869
3,-0.814598,-0.847453,0.406605,-0.429182,-0.886081,-0.085517
0,1.53604,-0.16072,2.447125,-1.102088,-2.559715,1.683235
0,2.516876,-0.657308,2.58316,-1.198243,-2.200432,1.263968
3,-0.706671,0.285735,0.27057,-0.376383,-0.234342,-1.246057
0,2.326494,-1.240985,1.630917,-1.900133,-1.836421,0.086827
7,-0.458009,0.767752,0.134536,0.065197,-0.499748,0.643773
9,-1.196657,-1.591066,-1.497881,0.625242,0.987487,-1.021354
6,-0.852588,-1.941734,-0.409603,-2.043245,1.709495,-0.222686
6,-1.443593,-0.450702,-0.001499,-1.156016,1.674437,-0.220012
1,-0.556006,-0.523723,-0.273568,0.050372,-0.064154,0.048235
4,-0.360875,-0.429704,-0.681673,-0.121942,0.963672,-0.232511
9,-0.293961,-0.214487,-1.089777,0.784198,1.177165,0.272057
3,0.840562,0.141753,-0.001499,-0.444038,0.058954,-0.97238
8,-1.532525,-0.003696,0.134536,0.060705,0.272871,0.127807
1,0.844016,-0.939823,-0.953742,-0.598881,-0.12398,-1.017284
3,-0.664796,0.551636,1.086778,-0.961992,0.386477,-0.236399
8,-1.181116,-0.920316,-0.817707,1.074132,0.851317,-1.569887
