@relation TestmengeNEU10k-weka.filters.unsupervised.attribute.NumericToNominal-Rfirst-weka.filters.unsupervised.attribute.Standardize-unset-class-temporarily

@attribute y {0,1,2,3,4,5,6,7,8,9}
@attribute ' x1' numeric
@attribute ' x2' numeric
@attribute ' x4' numeric
@attribute ' x5' numeric
@attribute ' x6' numeric
@attribute ' x7' numeric

@data
8,-1.38857,-0.793041,0.532978,0.641524,0.672742,0.314779
4,-0.400438,1.411744,0.128829,0.752543,1.699073,-0.173332
7,0.76139,-0.22279,-0.140603,0.22136,-0.651568,-0.136304
9,-0.572417,-1.439009,-1.218333,0.747681,0.656877,0.547421
7,-0.053905,1.338257,-0.005887,-0.795254,-0.911392,1.032864
8,-0.758121,-0.712134,-0.27532,1.031251,0.062097,-0.850168
0,2.685331,-1.368553,2.149572,-1.385515,-1.458558,0.792572
8,-1.516804,0.085373,-0.679468,1.430932,1.004139,-2.374413
9,-1.063052,-0.461428,-1.083617,1.229012,0.996556,0.350499
6,-0.508086,0.808226,-0.140603,-1.570076,0.890403,-1.181494
7,0.788409,1.087328,-1.218333,-1.053746,-0.63725,0.53748
5,-0.069774,1.082923,1.071843,-0.876964,-0.386244,-0.780562
3,0.800417,0.397219,-0.140603,0.221968,-0.455994,0.036574
6,-0.720809,-0.018432,-0.140603,-1.540629,1.27735,0.183651
9,-0.231031,-0.094554,-1.353049,0.746649,1.080119,-0.578696
2,0.929938,0.357756,-0.410036,2.102046,-0.522714,0.253646
7,1.247736,0.745879,-0.679468,0.479628,-0.489806,-1.298842
5,0.140805,0.9189,0.263545,-0.56283,0.032362,-1.724618
4,0.414428,0.507984,-0.544752,1.492737,1.46437,1.051762
4,-0.391002,-0.336556,-0.544752,0.842528,0.860236,0.419518
0,1.809564,-0.641393,2.284289,-0.996514,-2.169284,1.582025
3,-0.892359,-0.530766,-0.140603,0.080007,-0.469852,-0.298965
0,1.033726,-1.621897,1.610707,-1.247927,-2.012378,0.984772
1,-0.557406,0.915859,-0.948901,-0.154744,-0.205899,0.896373
1,-0.400009,0.185718,-1.218333,0.836194,0.135538,-0.017228
5,-0.073633,0.83941,0.937126,-0.476312,-0.215975,-0.079617
6,-0.58657,-0.266695,0.80241,-2.499125,1.224265,2.51655
1,1.552667,-0.66784,-0.679468,-0.0237,-0.001115,1.130859
8,-1.627454,0.96127,-0.544752,0.830956,0.646249,-0.833994
0,1.653882,0.212066,1.610707,-0.605747,-2.060109,2.303707
7,-0.033748,0.619918,-1.083617,0.738463,-0.577029,-0.111815
3,-0.876491,-0.586575,0.128829,-0.358918,-0.213557,-0.298959
2,-0.334391,-0.228664,-0.948901,0.223502,-0.30708,0.635639
5,0.846736,0.65878,-0.544752,0.555611,-0.214966,-0.491067
1,0.870753,-0.437681,-0.814184,0.131432,-0.345446,-0.454607
0,1.86103,-2.66756,2.688437,-0.705476,-1.784205,2.392602
0,0.802562,-0.467062,2.553721,-1.771788,-1.903422,1.407047
2,-0.562553,-0.285474,-1.083617,0.652729,-0.280387,-0.201185
9,-0.533818,-0.532441,-0.679468,0.817333,1.030039,1.335473
1,-0.354119,-0.734205,-0.948901,0.572189,-0.186051,-1.337117
5,0.600132,1.243454,0.667694,-1.430935,-0.135052,-0.194589
0,1.617428,-0.837547,1.88014,0.082293,-2.353724,2.654979
2,0.223578,-0.320872,0.263545,0.485036,-0.335672,-0.391229
3,0.070898,-0.065517,0.937126,-0.00446,-0.60631,0.252175
9,-0.371703,0.712481,-0.544752,1.263798,1.156992,-1.399744
4,-0.302225,2.119817,-0.544752,1.080215,1.864911,-0.379841
9,-1.218306,-0.808373,-0.948901,0.337169,0.876624,0.201366
3,-0.219023,0.119474,0.667694,-0.146678,-0.634233,-1.201104
0,2.523644,-1.901452,2.149572,-0.402476,-1.565943,1.792632
4,0.863462,1.373329,-0.140603,0.901252,1.575761,-0.024045
6,-1.297219,-0.922808,-0.410036,-1.617308,1.188331,-1.062048
1,0.342377,-0.244755,-0.544752,0.712347,0.055866,-0.725946
2,-0.037179,-0.764765,-1.218333,1.070408,-0.37687,0.710076
9,-1.663051,0.074146,-0.814184,0.787918,1.250157,-2.598792
7,1.445019,0.771416,-0.544752,0.540429,-0.443857,0.037185
5,0.143807,1.345946,-0.140603,-0.5565,-0.548489,0.071228
6,-0.645326,-0.72081,-0.140603,-0.864728,1.754076,-0.744873
9,-0.790287,-0.467309,-1.218333,0.685852,0.68364,0.029627
6,-0.649615,-0.043414,-0.140603,-1.522062,1.226346,-1.598437
2,-0.157264,0.5118,-0.005887,0.731032,-0.937037,-0.335383
5,0.827437,1.818084,-0.410036,-0.186301,-0.429085,0.253504
7,0.258317,1.992683,0.128829,-0.787627,-0.330311,1.107291
3,0.0932,-0.025929,0.937126,-0.85477,-0.17472,-0.337465
4,-0.211732,1.233435,-0.679468,1.625868,0.979062,0.040416
6,-0.860193,-1.137525,-0.140603,-2.03353,1.020595,0.054181
2,1.17354,-0.04841,-0.814184,1.311149,-0.389027,0.604108
7,0.370254,1.971367,-1.083617,-0.658659,-0.917887,-0.390925
5,0.659317,1.670067,-0.679468,-0.520137,-0.056935,0.979041
0,0.718073,-0.074024,1.610707,-1.247518,-1.855003,2.053037
7,0.617716,1.418135,-0.814184,-0.961272,-0.348788,-1.091463
2,-0.664626,0.104471,-1.083617,1.068988,-0.096575,-0.263194
3,0.248024,-0.728473,0.937126,-0.687598,-0.126504,0.509279
1,1.28419,0.658483,-0.410036,0.181227,-0.066339,1.493317
1,-0.578421,-0.218878,-1.083617,-0.636795,-0.288314,-0.688724
9,-1.06777,-2.094168,-1.487765,0.982988,0.338904,-0.343332
3,0.859173,-0.11159,0.128829,0.041357,-0.037124,-0.221049
1,0.166538,-0.719465,-1.218333,-0.212185,0.064923,1.151586
3,-0.176135,0.147403,0.398262,0.013765,-0.356586,-0.093053
8,-1.635174,-0.802399,-1.083617,0.632961,0.211256,-0.543947
7,1.221574,0.767705,-1.353049,0.000605,-0.115148,-0.168428
5,0.68505,0.985451,0.263545,0.053022,0.332733,0.44979
3,-0.123812,0.498379,-0.27532,-0.384362,-0.475586,-1.081457
5,1.15467,-0.134162,0.667694,-0.272186,0.075705,0.446451
1,1.304776,-0.842332,-0.948901,-0.377556,0.150354,0.207652
3,-0.183855,-0.112688,0.80241,-0.218243,0.08758,-1.027412
9,-0.315949,-1.844096,-1.487765,1.63773,0.99285,0.921515
4,-0.02903,0.601112,-0.005887,1.762199,1.203433,-1.119233
8,-1.637747,0.357998,-0.005887,1.226009,0.545534,-0.920046
9,-0.061625,-0.541842,-0.948901,0.622069,0.769437,-0.783983
4,-0.091217,-0.437446,-0.27532,0.816307,1.379783,0.178159
1,0.19999,-0.314542,-1.218333,-0.403685,-0.534198,-0.324793
6,-1.562265,-1.62886,0.532978,-1.53416,1.294246,0.370238
0,0.997272,-0.816217,2.419005,-1.295897,-2.272107,1.266213
6,-1.370986,-0.094209,0.667694,-1.46169,1.736824,0.869409
8,-1.203724,0.417533,1.071843,0.944141,0.726974,-0.504556
1,0.540947,-1.09893,-0.814184,-1.179306,-0.166441,0.754177
7,1.26146,1.714891,-0.544752,-0.337764,-0.695775,-0.782399
9,-1.435746,-1.216229,-0.679468,0.664255,0.535668,0.314109
0,0.676043,-1.694026,1.745424,-0.706393,-2.209656,0.404904
3,0.920074,0.609757,-0.27532,-0.216577,0.246858,0.344077
6,-1.063481,-0.913048,0.263545,-2.355903,1.984389,-0.767553
3,-0.15898,-0.081625,0.532978,0.932546,-0.720097,-0.080678
3,-0.355834,1.628114,-0.140603,-0.690744,-0.337134,-1.764558
8,-1.3311,0.073608,-0.410036,0.960641,0.773525,-1.022306
2,0.18455,0.50552,-1.353049,1.026243,-0.503,2.032011
1,1.245591,-1.258163,-1.218333,0.523575,-0.609953,-1.132812
5,0.237731,1.085345,0.80241,-0.492975,-0.269765,-0.325299
3,0.422577,1.43937,-0.005887,0.206006,-0.522414,-1.206661
1,1.098058,-0.589425,-0.544752,0.044303,0.116733,0.053318
0,0.75753,-2.154739,1.88014,-0.660064,-2.504328,0.708823
1,1.245591,0.749691,-0.814184,-0.506285,-0.065231,0.784733
9,-1.599577,-0.599655,-1.218333,0.438312,1.177413,-1.252187
1,0.775114,-1.254342,-0.410036,-0.079537,-0.138837,-0.690796
4,0.165251,-0.757437,-0.140603,0.843199,0.792834,-1.717713
0,1.366106,0.484164,1.88014,-0.939999,-1.742846,1.091805
5,0.232156,0.226854,0.937126,0.196519,-0.209658,0.079814
4,0.39856,-0.747519,-0.140603,0.699549,0.77765,0.882392
7,-0.354548,0.484586,-0.27532,0.410998,-0.964694,-0.167212
2,0.552527,-1.267783,-1.353049,-0.082765,-0.260205,0.830412
7,0.05117,-0.28002,0.128829,-1.056606,-0.345489,1.448147
8,-1.141108,-0.624707,0.667694,0.772143,0.262682,-1.487102
5,1.063748,0.931434,0.937126,-0.318633,-0.436775,0.298584
5,1.318929,0.665198,0.398262,0.071625,-0.511066,0.286993
8,-1.074203,-0.737032,-0.140603,0.818018,0.610115,-1.351445
9,-1.352973,-0.87926,-1.487765,1.016115,0.962189,0.158223
5,1.338229,-0.301321,0.398262,0.437811,-0.492864,1.059764
8,-1.009871,-0.641524,-0.410036,1.052601,1.073848,-1.28393
7,-0.631173,0.552032,-0.140603,-1.657514,-1.087653,-1.0548
4,-0.261053,0.375133,-0.27532,0.58138,1.373011,-0.46317
5,-0.155978,1.031651,-0.410036,-0.040767,-0.382729,0.901136
6,-1.105511,-0.510938,0.532978,-1.657046,1.871349,0.941749
7,-0.018737,1.239537,0.128829,-0.76827,-0.73651,0.41754
9,-1.345682,-1.599496,-1.353049,1.208101,1.251233,-0.61102
8,-1.252187,1.214906,-0.814184,1.225511,0.45034,-0.63893
5,0.65417,2.931775,0.532978,-0.314878,-0.617653,-0.304787
7,-0.035463,1.108007,-0.814184,0.103311,-0.370458,-0.298085
7,0.319647,0.282136,-0.410036,0.027949,-0.731195,0.711286
3,-0.678779,0.636244,-0.27532,-0.820693,-0.391621,-1.195734
6,-1.382136,-0.398746,-0.410036,-2.561568,0.714648,1.787928
0,0.534514,-2.307333,2.553721,0.475729,-1.958655,-0.118072
6,-1.331958,-0.859564,-0.544752,-1.527232,1.61443,-0.275151
2,1.580544,-0.798227,-0.140603,0.758027,-0.567508,-0.441185
5,0.511354,1.987769,0.80241,-0.323855,-0.733066,0.985519
7,-0.220309,0.986067,-0.005887,-1.096744,-0.842516,-0.117838
6,-0.623025,-1.493317,-0.27532,-2.699194,1.258358,0.969709
6,-1.094789,-2.301978,0.80241,-0.932777,1.660359,0.820689
5,0.4556,0.599481,1.071843,-0.281728,-0.435976,-1.338477
4,-0.179137,1.471063,-0.679468,1.342296,0.949145,0.1643
5,0.808995,1.567798,1.071843,0.306839,-0.212331,-0.918022
7,1.08948,1.039967,-0.679468,-0.83973,-0.801883,0.252956
6,-0.924096,-0.901733,0.398262,-1.801742,1.087414,0.44066
6,-0.640609,-1.550268,0.263545,-2.259767,1.482439,0.657672
6,-0.550973,-0.355723,0.667694,-1.656201,1.323292,-0.383842
0,0.697487,-2.171204,2.823153,-1.241679,-2.225432,1.051559
8,-1.120951,0.452412,0.398262,0.742738,0.73829,-2.041595
2,-0.647899,-0.800372,-1.218333,0.410747,-0.750455,0.962477
4,0.144236,-0.181952,-0.27532,1.219725,0.620876,0.209071
6,-0.752545,0.430532,-0.140603,-1.634898,1.267735,0.259019
7,-0.152118,1.114359,-0.679468,-0.848557,-0.217203,-0.114097
6,-1.169842,-1.271592,-0.410036,-1.667109,1.560251,0.688285
0,2.355096,-0.879442,1.745424,-1.614143,-1.947453,1.470373
2,1.006707,0.038713,-0.140603,1.010171,-0.403555,1.285014
7,-0.383711,0.651562,0.532978,-0.0361,-0.311122,-1.395939
4,-0.055192,0.495975,0.128829,0.2184,1.494091,-0.474775
8,-1.114088,0.051431,0.937126,1.069242,0.869313,-0.119585
7,-0.003298,0.473793,-0.814184,0.011239,-0.565735,-0.618219
4,0.439732,2.004537,-0.544752,1.512749,1.177735,1.216227
1,-0.565126,-1.408243,-0.544752,0.255439,0.154294,-1.406104
6,-0.791573,1.124264,-0.27532,-2.21787,1.442218,-0.308469
1,-0.681352,-0.323812,-0.679468,-0.134286,-0.636592,0.524799
3,-0.587857,1.076425,0.263545,-0.368613,-0.130073,-0.713114
5,1.395698,0.416364,0.937126,-0.146969,-0.345325,0.749904
8,-1.409156,1.137695,-0.544752,1.436534,0.460919,-0.656913
2,-0.690787,-1.088308,-0.948901,1.558961,-1.116604,-0.02046
7,-0.713089,0.480382,-0.679468,-0.990869,-0.977141,-0.94913
3,-0.256764,1.330225,0.532978,-0.609299,0.218472,-0.833697
5,1.46775,1.385373,-0.544752,-0.291763,-0.127187,-0.771672
3,-0.350688,-0.85677,0.398262,-0.673556,-0.105978,-0.515944
5,-0.168415,0.548324,0.398262,-0.235561,-0.037176,-0.615615
5,1.356242,1.801535,0.128829,-0.812876,-0.204932,0.592843
6,-1.275775,-0.457205,-0.140603,-1.318689,1.361503,-0.229472
6,-0.928385,1.434728,0.398262,-1.824948,1.565939,1.080719
2,1.144805,-0.030424,-0.27532,0.207389,-0.243371,-1.565267
0,2.18912,-1.667857,2.823153,-1.231043,-2.226047,2.307328
5,1.46389,0.920596,0.398262,-0.012222,-0.506367,-0.222226
3,0.309353,-0.33762,0.128829,0.412042,-0.201074,-2.009006
0,0.963391,-1.640018,1.745424,-1.074498,-1.753306,1.767776
7,-0.284212,0.659588,0.263545,0.226803,-1.276326,0.633155
7,0.960817,0.849616,-1.218333,-1.00828,-0.977074,-0.020387
6,-1.46491,-2.072327,-0.27532,-1.219919,1.387696,-0.31149
3,0.784978,-0.879747,0.937126,-0.621227,-0.203812,-0.658363
3,-0.427886,0.259862,-0.140603,0.478105,-0.280588,-0.033188
8,-1.132101,-0.140485,0.667694,1.004311,0.513696,-1.460784
8,-1.172416,0.350661,-1.083617,0.369456,1.010243,-1.292359
1,1.103204,-0.675801,-0.410036,0.604901,0.510501,-1.289867
1,0.996414,-0.344453,-0.679468,0.191715,0.003106,-1.00338
8,-1.186569,-0.432572,-0.005887,0.64499,1.249939,-0.257405
3,0.647308,-0.428434,-0.140603,-0.888687,-0.387224,-0.612189
5,-0.148258,0.999501,1.071843,0.096356,0.027921,-0.408361
0,1.92579,-0.916435,2.014856,-0.269095,-2.036416,1.921142
9,-1.31223,-0.44687,-0.544752,1.384586,0.82202,0.783375
3,-0.878206,0.483269,-0.140603,-0.350799,-0.827439,-1.652472
1,1.074041,-0.25091,-0.544752,0.16783,-0.128721,-1.82896
0,1.408565,-1.249074,2.014856,-1.014943,-2.007083,0.811531
5,1.304776,0.991337,-0.544752,0.430254,0.100395,-0.909407
0,1.149952,-0.506855,2.284289,-1.272942,-1.481801,1.762828
6,-1.55626,-1.343321,-0.27532,-1.525331,1.786043,-0.467744
0,2.175396,-0.701592,1.88014,-1.330466,-1.757501,1.893546
8,-1.264624,0.163322,-0.814184,0.557111,0.229573,-1.37627
0,1.763246,-0.708816,1.610707,-1.888477,-2.007246,3.015696
3,-0.844325,0.491749,0.667694,-1.522954,-0.753837,0.572763
6,-1.376132,-0.647864,-0.140603,-2.131989,1.090706,0.345094
7,-0.063769,0.004283,-0.410036,0.217801,-0.776648,-1.276294
2,0.446165,-1.304882,-1.083617,1.279688,-0.566997,-0.047231
9,-0.361839,-2.178788,-1.218333,0.144018,0.411067,-2.088299
5,1.407707,0.457748,-0.679468,-0.124997,-0.269122,0.277799
6,-1.507368,0.006656,0.128829,-1.170436,1.067332,-0.918123
1,-0.425312,-1.012239,-0.948901,0.058635,-0.352954,0.462286
7,-0.388,0.288301,-0.410036,-0.357737,-0.446312,0.647263
0,2.193838,-1.302041,2.553721,-1.156275,-1.945446,0.949564
1,0.448738,-0.511068,-0.410036,0.652393,0.094229,0.327063
7,0.160962,0.36018,0.263545,-0.163641,-1.101382,-1.630984
2,0.0739,-0.860791,-1.083617,1.95802,-0.563828,0.709881
1,0.557673,0.988398,-0.544752,0.512367,-0.019117,0.233468
8,-1.154403,-0.454778,-0.140603,0.496884,0.270966,-1.396415
0,2.434867,-1.149204,2.149572,-0.549961,-1.778761,1.122703
9,-1.448612,-0.848126,-1.083617,0.619611,0.796219,1.262688
8,-1.145396,0.00605,-0.140603,1.019193,0.887547,-1.674758
9,-0.34211,-0.977373,-1.083617,0.756785,0.656913,-1.479488
0,1.276899,-0.885128,1.610707,-1.927504,-1.755426,0.78067
2,0.421719,1.118382,-0.140603,1.17552,-0.45463,0.757163
6,-0.935676,-0.686018,0.128829,-1.931837,1.659304,-1.339032
1,0.727937,-0.09295,-0.27532,0.369369,-0.202304,0.688289
0,2.651021,-0.820414,2.014856,-0.32836,-2.012241,2.011375
8,-0.757692,0.001999,-0.679468,-0.004506,0.626447,0.071704
8,-0.888928,0.317303,0.80241,0.743444,0.085916,-0.94238
4,0.094486,0.91414,-0.544752,0.857794,1.180381,0.956273
7,0.694485,1.97894,-0.544752,-0.700368,-0.743082,-0.879629
0,0.642591,-1.659008,1.610707,-0.715498,-2.035378,2.353093
6,-0.802295,-0.307049,-0.27532,-2.822618,1.687309,1.015177
0,2.40313,-0.871188,2.95787,-0.430216,-2.025994,0.97741
2,1.038444,-2.324238,0.263545,1.381101,-0.732631,0.06605
5,1.344233,0.21372,0.128829,0.211091,-0.766947,-0.242495
2,0.658459,-0.831319,-0.679468,1.529714,-0.379498,0.715481
5,0.372827,-0.00837,-0.005887,0.054339,-0.236204,-0.218118
0,0.66961,-0.747661,1.88014,-1.369998,-1.73219,0.728497
3,0.38312,1.062277,0.532978,-0.503354,-0.345704,-1.229053
7,1.032869,1.384345,-0.140603,-0.608477,-0.530595,1.536241
0,1.577542,-0.333905,1.610707,-0.70675,-1.64513,1.955649
7,0.39084,1.118814,0.263545,-0.830999,-0.370479,1.959027
4,0.618574,1.613495,-0.140603,1.753673,0.833731,1.230974
3,-0.785998,0.421841,0.128829,-0.321115,-0.449569,-1.084856
2,-0.77742,-1.715535,-1.353049,1.579536,-0.462509,-0.056567
6,-0.691216,-0.52438,0.667694,-2.097004,1.548919,0.072579
2,-0.388,-0.78109,-0.679468,0.873782,-0.720746,-0.536722
4,0.423435,-0.012192,-0.410036,0.747507,1.266608,1.078571
4,-0.232747,0.927093,-0.410036,0.632574,1.481331,-0.237586
8,-1.530528,0.597795,-0.948901,0.590347,0.319941,0.099577
5,-0.569844,1.625921,0.80241,-0.322392,-0.393563,0.173387
6,-0.777849,-0.237733,-0.410036,-1.393043,1.432384,-0.807428
8,-1.628312,1.341097,0.398262,0.856709,0.295061,0.722444
7,0.133514,0.098699,-0.410036,0.386901,-1.176766,0.167797
4,0.770396,-0.977446,-0.005887,0.785868,1.615091,-0.457736
3,-0.872631,-1.291875,-0.27532,0.860622,0.188304,0.410026
4,0.779831,0.28992,-0.544752,0.405244,1.29485,0.844273
6,-1.17842,-0.366508,-0.005887,-2.339947,1.353218,-0.106299
4,0.436301,0.820198,-0.544752,0.712518,1.494893,-1.383985
7,-0.366127,1.121991,-0.948901,-0.073297,-1.0836,0.058145
0,2.377826,-1.689231,1.88014,-1.504544,-2.118318,2.428748
2,-0.46434,-1.653198,-0.814184,1.04802,-0.483834,1.037807
5,0.939373,0.801131,0.937126,-0.199792,-0.394775,-0.868907
8,-1.119235,0.649323,0.398262,2.183527,-0.034387,-0.360485
5,-0.459623,-0.376119,0.667694,0.228948,-0.443767,0.398478
9,-0.068487,-1.679549,-1.353049,0.917594,0.844713,-0.900798
6,-1.504366,-0.335817,-0.27532,-2.478867,1.586572,0.032645
0,1.001989,-0.756285,2.553721,-1.425227,-2.265754,1.219921
3,0.601419,0.781642,0.667694,-0.074739,-0.528198,-2.503054
6,-1.144539,-0.874157,0.128829,-1.740012,1.702825,0.406038
8,-1.576418,0.314367,-0.27532,-0.432409,0.449311,-1.601468
8,-1.346111,-0.755152,-0.005887,0.980424,-0.07172,-0.898405
0,1.030724,-0.869421,2.823153,-1.084414,-2.013677,0.623398
4,-0.331388,0.328689,0.128829,0.923474,1.342095,0.061165
5,0.718502,0.885756,-0.544752,-0.714743,-0.167005,-1.22243
2,-0.914232,-0.782941,-0.948901,0.589947,-0.035168,-0.889072
9,-1.192573,-0.223204,-1.218333,0.799003,0.87535,-1.552679
4,-0.600723,0.454346,-0.005887,1.018735,1.206484,1.52917
5,0.989552,0.227075,-0.679468,-0.601456,0.244285,0.31285
6,-0.643182,-0.084022,0.80241,-1.839863,1.03063,0.56385
1,-0.148258,-0.68978,-0.544752,0.124614,0.102261,-0.555475
0,2.63215,-0.896855,2.284289,-0.882663,-2.369742,1.577885
9,-0.191575,-0.354884,-0.544752,0.309135,0.96325,0.319805
3,0.907208,-1.026752,0.937126,0.082573,-0.222443,-0.185899
7,-0.49479,1.401971,-1.353049,-0.87091,-0.83108,-0.774389
2,-0.585283,0.05048,-1.083617,0.989885,-0.481639,-0.76162
1,-0.019595,0.266288,-0.27532,0.536274,0.010642,1.489343
0,2.691335,-0.368186,2.284289,-1.291238,-1.923657,0.197564
1,0.02801,0.785001,-0.544752,0.433332,-0.122536,0.082502
4,-0.445898,-0.000673,-0.005887,0.416329,1.420641,0.112649
3,-0.254191,1.817327,1.071843,-0.546836,-0.381601,-0.939095
0,2.444302,-2.492431,2.823153,-1.522023,-1.76119,1.119067
9,-0.564697,-2.161732,-0.948901,-0.136102,1.126857,0.091179
1,0.243735,0.165393,-0.544752,-0.260586,0.134118,0.989346
7,-0.819879,0.933995,-0.948901,-0.176663,-0.438926,0.384612
0,1.848163,-2.337999,2.149572,-0.825066,-2.108052,1.65862
0,0.652884,-0.505212,1.610707,-1.491362,-1.766924,1.23871
4,0.896486,0.164815,-0.005887,0.905384,1.050732,-0.665529
5,1.1774,0.06711,-0.679468,-0.540946,-0.256866,-1.121474
8,-1.175418,0.336314,1.071843,1.499315,0.847852,-1.416642
9,-0.440752,-0.569475,-1.487765,0.745439,0.530362,-0.673347
7,-0.433461,-0.438624,-0.814184,0.205834,-0.715608,0.270407
9,-0.123383,-0.521853,-1.083617,0.349972,0.337133,-1.443561
3,-0.049616,-1.345581,0.80241,0.449572,-0.081435,-0.846995
8,-0.767127,0.234152,0.667694,0.754221,0.791462,0.455777
5,0.34881,1.028102,0.532978,-0.629435,-0.625026,0.621953
8,-1.633887,0.527239,-0.410036,1.640619,0.511581,-0.19917
2,-0.427886,0.471066,-0.005887,1.485873,-0.147466,0.969964
4,0.442734,0.462958,-0.27532,-0.169499,1.050415,0.700522
7,-0.075349,1.67388,-0.814184,-0.931863,-0.837006,0.171013
3,-0.249044,0.734785,1.071843,0.333077,-0.572237,-1.508651
6,-1.005154,-0.477546,0.398262,-2.098642,1.643566,1.254224
8,-1.058763,-0.215001,0.263545,0.943852,0.417695,0.292332
3,-0.027315,-0.496915,0.263545,-0.392085,-0.437713,-1.389928
6,-0.838321,-1.181567,0.80241,-2.309107,0.912472,1.089609
0,0.655886,-0.632219,2.149572,-0.615353,-1.880706,0.717111
5,0.905921,0.498792,-0.140603,-0.584489,-0.163026,-0.689235
9,-0.599865,-2.133672,-0.679468,0.88207,1.002549,0.00932
8,-1.48764,0.369843,0.398262,1.306371,0.496494,-1.13294
0,2.186976,-0.92947,2.149572,-0.569719,-1.733896,2.121017
4,0.689338,-0.613603,-0.679468,1.072035,0.892329,0.95422
4,-0.023026,-0.058428,-0.27532,0.779995,1.146101,1.126644
7,0.069182,-1.173306,0.398262,-0.334779,-0.802765,-1.03949
3,-0.54068,-0.416194,-0.005887,-0.759483,-0.696221,0.827791
7,-0.729815,0.835127,-1.218333,-0.804002,-1.341384,1.153099
2,0.731797,-0.407729,-0.679468,1.25147,-0.433365,-1.043207
3,0.487337,-0.154952,1.071843,0.569034,-0.472582,-0.23972
3,0.061892,-0.452456,0.532978,-0.243564,-0.983877,-0.690364
6,-0.533389,0.327942,-0.410036,-0.81938,1.609899,-0.884748
9,-1.237176,-0.942143,-0.948901,0.145998,0.397205,-0.119378
3,-0.676634,0.428474,0.80241,0.302158,-0.266589,-1.67755
2,-0.859765,-0.968805,-0.27532,0.827805,-0.09159,1.110661
7,-0.577564,0.053751,-0.410036,-1.177864,-0.896275,-1.116586
1,0.340661,1.740658,-0.410036,-0.456045,0.034219,-0.723421
1,0.74981,-1.035042,-0.814184,-0.089218,-0.023814,-1.334412
7,1.24602,0.76781,-0.679468,-1.030937,-1.29483,-0.043406
6,-0.665912,-1.000813,0.128829,-1.084891,1.482213,0.79845
9,-1.236747,0.725159,-0.544752,1.035811,1.031902,0.544345
6,-0.75855,0.76806,-0.27532,-1.861861,1.778554,-0.691472
1,-0.199723,-1.739442,-0.679468,0.994792,-0.512681,-0.659008
5,1.298343,1.116673,0.532978,0.532307,0.192046,-0.161734
1,-0.335248,-0.134243,-0.27532,0.012915,-0.390735,-0.220898
9,-0.760694,0.45504,-1.218333,0.620531,0.631337,-0.67613
2,-0.717377,0.242369,-0.814184,0.926605,-0.25784,-0.306818
7,-0.489644,1.008287,0.398262,-1.17815,-0.605429,0.067195
2,-0.266199,-0.443512,-0.948901,0.664991,-0.583633,-0.923441
3,-0.027744,0.253245,-0.140603,-0.204086,-0.076774,-0.84325
9,-0.699794,-1.516198,-0.679468,1.80463,0.860564,-1.338
5,-0.596005,0.03268,0.263545,-0.551952,-0.434377,0.248119
6,-0.872631,-1.355317,-0.005887,-1.496545,1.537945,1.283657
1,0.021148,-0.763648,-0.410036,0.891213,0.025083,0.067457
7,-0.828885,0.737924,-1.353049,-1.028438,-0.66628,-0.315228
0,2.272322,-0.441058,2.419005,-0.758138,-1.875665,1.827962
1,0.175544,-0.814203,-1.083617,0.095658,0.290179,0.837751
